product_id,created_at,title,price,old_price,description,avg_vote_rate,num_votes,labels,related_products,sizes.in_stock,sizes.out_of_stock,features.product_type,features.producer,features.collections,features.age,features.ground_type,features.type_of_class,features.upper,features.type_of_binding,features.boots_with_sock,features.collection,features.color,features.plays_in_these_boots,features.manufacturers_data,features.team,category_name,category_id,features.ball_size,features.connecting_type,features.weigh,features.league
157,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Alpha Ii Japan Fg - Silver,279.99,348.99,"Achieve your best speed with these shoes, carefully designed and made in Japan to increase speed through comfortable fit and lighter weight. These are the perfect shoes for players who prefer materials other than kangaroo leather, providing extra speed, lightness, and a barefoot feel. Weighing only 185 grams, these ultra-lightweight shoes stand out with the Engineered Fit Last Neo hoof, providing incredible comfort, a redesigned upper for better fit, KaRVO and MIZUNO ENERZY materials that drive movement forward, and a ZEROGLIDE α MESH mesh insole for added grip.",,,['New'],[202029],"['40', '40.5', '41', '42', '42.5', '43', '44', '44.5', '45', '46']",[],Football Boots,Mizuno,Mizuno Alpha,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
158,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Alpha Ii Elite Fg - Silver,181.99,212.99,"Achieve elite level with Mizuno football boots, precisely designed for maximum forward speed. Redesigned using Engineered Fit Last Neo for unparalleled fit, the upper has been refined to the smallest details to provide unbeatable comfort. The speed-supporting outsole and MIZUNO ENERZY technology in the heel ensure incredible cushioning and energy return. The ZEROGLIDE α MESH insole provides stability and precision in movements.",,,['New'],[201862],"['40', '40.5', '43', '44', '44.5', '46']","['41', '42', '42.5', '45']",Football Boots,Mizuno,Mizuno Alpha,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
159,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Alpha Ii Elite Fg - Silver,181.99,212.99,"Achieve elite level with Mizuno football boots, precisely designed for maximum forward speed. Redesigned using Engineered Fit Last Neo for unparalleled fit, the upper has been refined to the smallest details to provide unbeatable comfort. The speed-supporting outsole and MIZUNO ENERZY technology in the heel ensure incredible cushioning and energy return. The ZEROGLIDE α MESH insole provides stability and precision in movements.",3.0,2.0,['New'],[201861],"['39', '40', '40.5', '41', '46']","['42', '42.5', '43', '44', '44.5', '45']",Football Boots,Mizuno,Mizuno Alpha,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
160,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Japan Mix - Silver,304.99,379.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present to you the match model Morelia Neo IV Beta Japan.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta Japan MIX are professional football shoes designed for playing on wet/soft natural grass.",,,[],"[200309, 196760, 195734, 192793, 191026, 182979]","['40.5', '41', '42', '42.5', '44.5', '45']","['43', '44']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
161,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Dna Japan Fg - Silver,296.99,370.99,"Experience the peak achievements of Mizuno technology and commitment to manufacturing excellence with this football boot. It is the perfect choice for players seeking lightweight, flexible shoes with a barefoot feel. The precisely designed Engineered Fit Last Neo upper provides excellent fit for footballers. The upper is based on the MORELIA II JAPAN model for comfort, while the sole from the MORELIA NEO IV model ensures stability and lightness.",5.0,1.0,"['New', 'Last Chance']",[],"['44', '46']","['40', '40.5', '41', '42', '42.5', '43', '44.5', '45']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
162,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Japan Fg - Silver,296.99,370.99,"Mizuno is a brand with a long tradition, unique design and a characteristic logo that is already recognized all over the world. This time we present you the match model Morelia Neo IV.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in all weather conditions. The manufacturer has equipped the sole with additional reinforcing studs in its front part, which significantly prolongs the life of the shoes.Mizuno Morelia Neo IV Beta MD are professional football shoes designed for playing on natural grass.",,,['New'],"[200308, 197471, 196756, 195724]","['40', '40.5', '43', '45', '46']","['41', '42', '42.5', '44', '44.5']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
175,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Sg - White,208.99,260.0,"Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goal scoring. The flexible HybridTouch upper has strategically placed Strikeskin rubber elements, providing excellent ball control. The Controlframe 2.0 outsole for soft ground play and the adidas PRIMEKNIT collar provide stability as you give it your all.",5.0,1.0,[],[],"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '46']","['44', '44 2/3', '45 1/3', '46 2/3', '47 1/3']",Football Boots,Adidas,Adidas Predator,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Adidas Predator 2025,White,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
163,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Elite Mix - Silver,193.99,227.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the match model Morelia Neo IV Beta.These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip in any weather conditions.Mizuno Morelia Neo IV Beta MIX are professional football shoes designed for playing on wet/soft natural grass.",,,[],"[200070, 195927, 195733, 191948, 187675, 183783, 183781]","['40', '40.5', '41', '42', '42.5', '44']","['43', '44.5', '45', '46']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Soft Ground (Sg/Sg-Pro),Professional,Leather,Shoelace,,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
164,2025-04-10T21:36:41.167902+02:00,Cleats Mizuno Morelia Neo Iv Beta Elite Fg - Silver,187.99,218.99,"Mizuno is a brand with a long tradition, unique design and a characteristic logo that is already recognized all over the world. This time we present you the match model Morelia Neo IV.These shoes are made of very light and durable natural leather, which guarantees perfect fit and excellent comfort, and long round studs provide very good grip in all weather conditions. The manufacturer has equipped the sole with additional reinforcing rivets in its front part, which significantly prolongs the life of the shoes.Mizuno Morelia Neo IV Beta FG are professional football shoes designed for playing on natural grass.",,,[],"[200069, 195926, 195732]","['40', '43', '44']","['39', '40.5', '41', '42', '42.5', '44.5', '45', '46']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,,Silver,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
165,2025-04-10T21:36:41.167902+02:00,Mizuno Morelia Sala Elite In - White,131.99,153.99,"Mizuno is a brand with a long tradition, unique design and characteristic logo, which is already recognizable all over the world. This time we present you the Morelia Sala model. These shoes are made of very light and durable natural leather, which guarantees perfect fit to the foot and excellent comfort, and long round studs provide very good grip. Mizuno Morelia Sala IN are professional football shoes designed for indoor play.",,,['New'],"[196842, 187677, 183784]","['40', '40.5', '42', '42.5', '43', '44', '44.5']","['41', '45']",Football Boots,Mizuno,Mizuno Morelia Neo,Men,Indoor (Ic/In),Professional,Synthetic,Shoelace,No,,White,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
166,2025-04-10T21:36:41.167902+02:00,Mizuno Morelia Sala Pro In - White,86.99,100.99,"Mizuno is a brand with a long tradition, exceptional design and a distinctive logo that is recognized all over the world. We present the Morelia Sala IN model, which combines modern technologies with high quality craftsmanship. These shoes are made of lightweight and durable synthetic leather, providing a good fit and comfort. The sole of these shoes ensures excellent grip on indoor surfaces. Mizuno Morelia Sala IN is a semi-professional football shoe, perfect for playing in the hall, offering a great balance between quality and affordable price.",,,['New'],"[197462, 196446]","['39', '40', '40.5', '42', '42.5', '43', '44', '44.5', '45', '46']",['41'],Football Boots,Mizuno,Mizuno Morelia Neo,Men,Indoor (Ic/In),Professional,Synthetic,Shoelace,No,,White,,"Mizuno Co., Rivium Quadrant 205 2909Lc, Capelle Aan Den Ijssel, Nl, Service-Eu@Shop.Mizuno.Eu",,boots,1,,,,
167,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Copa Pure Iii Elite Fg - White,216.99,240.0,"Experience the luxury of a football legend. Limited edition shoes, a special version of the highly anticipated Copa Pure 3 model, feature a smooth Fusionskin leather upper in white. Golden accents, including the iconic 3 stripes, add a refined touch. The perfect combination of adidas PRIMEKNIT tongue, padded heel, and OrthoLite® insole ensures unparalleled comfort.",4.8,5.0,"['Last Chance', 'Exclusive']","[199669, 199551, 199550, 199549, 197898]",['40'],"['39 1/3', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46']",Football Boots,Adidas,Adidas Copa,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,Adidas Copa Luxe Control,White,Paulo Dybala,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
168,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Copa Icon Ii Fg/Ag - Black,144.99,180.0,Icon in a new edition. adidas Copa Icon 2 shoes combine the best of the past and present to help you reach a higher level of play. The front part of the shoe made of calf leather provides a soft touch on the ball and the universal confidence you expect from shoes with such a legendary name. The specialized outsole will allow you to play with class on natural surfaces.,,,[],[198977],"['40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46 2/3']","['39 1/3', '46']",Football Boots,Adidas,Adidas Copa,Men,Firm Ground (Fg),Professional,Leather,Shoelace,No,,Black,,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
169,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Ft Fg - White,252.99,280.0,"Enter every match knowing that you will score points in adidas Predator Elite boots designed for goal scoring. The HybridTouch flexible upper features strategically placed Strikeskin rubber fins and a foldable tongue, providing excellent ball control. The Controlframe 2.0 outsole for natural surfaces and the adidas PRIMEKNIT collar ensure stability as you give it your all.",4.6,11.0,[],"[198980, 197910, 197897, 197896, 197895, 197894]","['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3']","['47 1/3', '48', '48 2/3']",Football Boots,Adidas,Adidas Predator,Men,Firm Ground (Fg),Professional,Synthetic,Shoelace,No,Adidas Predator 2025,White,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
170,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Ft Sg - White,224.99,280.0,"Enter every match knowing that you will score points in adidas Predator Elite boots designed for shooting goals. The flexible HybridTouch upper has strategically placed Strikeskin rubber fins and a foldable tongue, providing excellent ball control. The Controlframe 2.0 outsole for soft ground play and the adidas PRIMEKNIT collar give you stability when you give it your all.",5.0,2.0,[],[],"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '45 1/3', '46', '46 2/3']",['44 2/3'],Football Boots,Adidas,Adidas Predator,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Shoelace,No,Adidas Predator 2025,White,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
171,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Ll Fg - White,216.99,270.0,Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goals. The flexible HybridTouch upper with strategically placed Strikeskin rubber elements and a laced construction was created to help you have perfect contact with the ball. The Controlframe 2.0 outsole for playing on natural surfaces and the adidas PRIMEKNIT collar provide stability when you give it your all.,5.0,6.0,[],[],"['39 1/3', '40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3']",[],Football Boots,Adidas,Adidas Predator,Men,Firm Ground (Fg),Professional,Synthetic,Lack,No,Adidas Predator 2025,White,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
172,2025-04-10T21:36:41.167902+02:00,Cleats Adidas Predator Elite Ll Sg - White,216.99,270.0,Enter every match knowing that you will score points in adidas Predator Elite shoes designed for goal scoring. The flexible HybridTouch upper with strategically placed Strikeskin rubber elements and a laceless construction was created to help you have perfect contact with the ball. The Controlframe 2.0 outsole for soft ground play and the adidas PRIMEKNIT collar provide stability as you give it your all.,,,[],[],"['40', '40 2/3', '41 1/3', '42', '42 2/3', '43 1/3', '44', '44 2/3', '45 1/3', '46', '46 2/3']",['39 1/3'],Football Boots,Adidas,Adidas Predator,Men,Soft Ground (Sg/Sg-Pro),Professional,Synthetic,Lack,No,Adidas Predator 2025,White,Jude Bellingham,"Adidas, Hoogoorddreef 9A, Amsterdam 1101 Ba, Nl",,boots,1,,,,
